order_id,customer_email,customer_phone,customer_id,total_amount,currency,payment_status,payment_method,amount_paid,transaction_id,paid_at,event_time,refund_amount,refund_reason,refunded_at,tracking_code,carrier,shipment_status,region,shipping_address_line1,shipping_address_city,shipping_address_country,items,event_id,event_type,processed_at,event_date,is_paid,is_refunded,is_delivered,is_completed,is_cancelled,is_pending
ORD-001389,,,,,NGN,SUCCESS,,25000.0,3582d398206b,2023-02-10 03:27:33+00:00,2026-02-17 00:16:34.733000+00:00,,,,,,,,,,,,9363c2bc2947f65405a91de396a774fc202e9cfa88f7f0d5d95fa323db3315ec,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000055,,,,,NGN,SUCCESS,,12000.0,02b05bf25d39,2023-05-30 23:40:32+00:00,2026-02-17 00:16:34.734000+00:00,,,,,,,,,,,,280d4e7ff1e1e70b97fd59a2ed0fa923b5dd546af29f77dfa16d4f2c48adceda,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000009,,,,,NGN,SUCCESS,,5000.0,934d5956bb7c,2023-05-25 01:46:08+00:00,2026-02-17 00:16:34.735000+00:00,,,,,,,,,,,,6e1f01a61e3415148183aa997e883f75039b2fa79f4b4e7c6a3aa85e575a173b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000836,,,,18000.0,NGN,SUCCESS,card,,TX-43dac364ef20,,2026-02-17 00:16:34.736000+00:00,,,,,,SUCCESS,,,,,,cb47efd09c848361c93a7fab67aa7e5c63157de9352fc6deeaa11e6a0822d639,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000639,,,,9000.0,NGN,SUCCESS,bank_transfer,,TX-cc5397e6e48b,,2026-02-17 00:16:34.737000+00:00,,,,,,SUCCESS,,,,,,9c8fb78aa0a89101fbf50c73581d57be24c37e9b55c826eff40a961b4f7b2bf2,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000127,,,,,NGN,SUCCESS,,9000.0,a12aafc9770b,2023-09-21 10:54:20+00:00,2026-02-17 00:16:34.737000+00:00,,,,,,,,,,,,48a54b0036e7ca396fe0b1b49c5a3eed652daf84774637ec61077e7c644f7f72,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000501,,,,,USD,SUCCESS,,9000.0,9f8bb1beb639,2023-08-08 15:26:56+00:00,2026-02-17 00:16:34.738000+00:00,,,,,,,,,,,,cfd979620bbbf3b909f1f9d4685a25810b9fb091424bdf7a910ed44eba059ef6,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,ussd,,TRX691641,,2026-02-17 00:16:34.739000+00:00,,,,,,,,,,,,025bc209152bc5c3af024d2c1f375a75de56e08525b6b57fb1bf7275d0079870,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,bank_transfer,,TRX552634,,2026-02-17 00:16:34.739000+00:00,,,,,,,,,,,,3646ed4bb2b019039d5b9a36272f07871355670f150ccbc5104fe97f957c9d72,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000947,,,,9000.0,NGN,SUCCESS,bank_transfer,,TX-1fcc64d700c2,,2026-02-17 00:16:34.740000+00:00,,,,,,SUCCESS,,,,,,a8a99d39e445f773a89d70ca0af18f0024ce23c393e23207c846e0afcbd78ddd,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,18000.0,NGN,,bank_transfer,,TRX557623,,2026-02-17 00:16:34.741000+00:00,,,,,,,,,,,,abf84865fddcad249bf3d260a3753bb16c1a0d50f60f03be1fd6804232b9cae7,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000336,,,,9000.0,NGN,FAILED,card,,TX-e052e3b8f16c,,2026-02-17 00:16:34.742000+00:00,,,,,,FAILED,,,,,,c25dc1ecd3ba82316e9164eb52f942a2691b5bd57ae76cddbf52685c9d825aa1,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
,,,,9000.0,NGN,,card,,TRX706067,,2026-02-17 00:16:34.743000+00:00,,,,,,,,,,,,ece97153629576ecc7fec66204c40ecfc21234715daed8bb4653560602eab477,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000301,,,,5000.0,NGN,SUCCESS,card,,TX-42a01c38ea73,,2026-02-17 00:16:34.744000+00:00,,,,,,SUCCESS,,,,,,3e29bfd4b1b28238fe28342ab1b62374851d47fcf3354d41d7babbb6f95f8a82,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000856,,,,9000.0,NGN,FAILED,ussd,,TX-9c3e1b646325,,2026-02-17 00:16:34.745000+00:00,,,,,,FAILED,,,,,,73cf7fe31d2ef25ff61d97a4c59e18688a70875a8f7d33b92d3a6409cbb98b39,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000949,,,,,NGN,SUCCESS,,12000.0,d3ebb1955678,2023-10-18 17:26:09+00:00,2026-02-17 00:16:34.746000+00:00,,,,,,,,,,,,70f508066fc2d84b9927b98c0137af447e25cfead4b25bcac925d2e6a4fb2f46,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001147,,,,,USD,SUCCESS,,9000.0,17f2007c9d9f,2023-07-10 16:24:36+00:00,2026-02-17 00:16:34.747000+00:00,,,,,,,,,,,,269c200971fec92c238fba90f7c5ca9ca516a059c908ffcf29761b08c3b59c04,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000298,,,,25000.0,NGN,FAILED,card,,TX-f1b22c1df449,,2026-02-17 00:16:34.749000+00:00,,,,,,FAILED,,,,,,dd58e6b2d226d468a38d2c0efa61c43cfb0936535c29b850a81c9d5be61bdfc9,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000053,,,,12000.0,NGN,SUCCESS,ussd,,TX-3405b03e5b2c,,2026-02-17 00:16:34.750000+00:00,,,,,,SUCCESS,,,,,,1137e0af834c9f1164021d0d44f347460bea02f69c0f49c78859dc6e7b0808c6,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000859,,,,,NGN,SUCCESS,,12000.0,65e817e8f138,2023-07-15 10:48:39+00:00,2026-02-17 00:16:34.751000+00:00,,,,,,,,,,,,6e530706fe5e80f462421ff9653378ea3bdac061d97368f7f5c8a5ea2916688c,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,12000.0,NGN,,card,,TRX561332,,2026-02-17 00:16:34.752000+00:00,,,,,,,,,,,,62543a8420337b457850f04b9a76bdb917be571d2cb1c634b1fc161f7639ef16,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000527,,,,,NGN,SUCCESS,,18000.0,edf18363b651,2023-03-10 16:40:43+00:00,2026-02-17 00:16:34.753000+00:00,,,,,,,,,,,,be8b36796370add658b617efa07a8c2867da65dbab7eb591b0fe5eba94b60e4a,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000962,,,,,NGN,SUCCESS,,5000.0,f0ebd0399162,2023-08-01 14:39:00+00:00,2026-02-17 00:16:34.755000+00:00,,,,,,,,,,,,bf6f05f8bacdef746dafc9aa7d2dea481fec9ff665fc7d3712d3fe38e2a604c1,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000559,,,,,NGN,SUCCESS,,5000.0,4f787e5d3cd2,2023-05-04 12:43:27+00:00,2026-02-17 00:16:34.756000+00:00,,,,,,,,,,,,f9d60a22f89d7bec2fa2081bf0f69828d4fc089564f74e93c2206d407ba979d6,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000177,,,,9000.0,NGN,SUCCESS,ussd,,TX-0b81d6acec88,,2026-02-17 00:16:34.757000+00:00,,,,,,SUCCESS,,,,,,46088e5dd4810e3770154414179adb4777fb3890c788c8d430b31126b83b0ce0,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000318,,,,,NGN,FAILED,,9000.0,e45380a8c892,2023-07-22 21:36:42+00:00,2026-02-17 00:16:34.758000+00:00,,,,,,,,,,,,bd278dd7ae1a4af510d59739e3d57abcfe3eff79bc5ea39dea293865db76b60b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
,,,,5000.0,NGN,,bank_transfer,,TRX101373,,2026-02-17 00:16:34.759000+00:00,,,,,,,,,,,,ce3b338669861a3f0a3f69805023db15be770f9a55c711cff31394d801e79b8b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001010,,,,18000.0,NGN,SUCCESS,bank_transfer,,TX-2fc76a23a4fd,,2026-02-17 00:16:34.760000+00:00,,,,,,SUCCESS,,,,,,60a720b20fdac793a44029675a674d01d0c848424ddd18600a80b253065fa3fe,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,40000.0,NGN,,card,,TRX520918,,2026-02-17 00:16:34.761000+00:00,,,,,,,,,,,,b19bb43e7286468a83af68522525d07ad2c5904953a24916ce17b449f74d8458,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,25000.0,NGN,,card,,TRX649135,,2026-02-17 00:16:34.762000+00:00,,,,,,,,,,,,33316213f4a4c65a924a35eaf5ec08d3f0758b2dd24771a03ec4f9384edae377,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000253,,,,40000.0,NGN,SUCCESS,bank_transfer,,TX-899aa73fd9c5,,2026-02-17 00:16:34.763000+00:00,,,,,,SUCCESS,,,,,,f2fb2e3829a24036c0dd89e04fc22ea4277a9820fed091e714efb8c6370e7cee,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,bank_transfer,,TRX704819,,2026-02-17 00:16:34.764000+00:00,,,,,,,,,,,,86beef39877596a25ffe478d2e7bcd3463dc070c54e8dfc81fe2ba043d39490b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,40000.0,NGN,,ussd,,TRX224256,,2026-02-17 00:16:34.765000+00:00,,,,,,,,,,,,b816c8b324407e1cc989770fd580aaccae643db19c3576c67cf83a38c765c7bb,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,card,,TRX602832,,2026-02-17 00:16:34.766000+00:00,,,,,,,,,,,,68ccead2ec16255b031d4d87e8bb6eed4245712a13991a9a488c49290a91e1fa,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,9000.0,NGN,,bank_transfer,,TRX335861,,2026-02-17 00:16:34.767000+00:00,,,,,,,,,,,,f252797a146ca7173f05f501cd78fe7d072742c114a0c2da6270037413c752f0,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,40000.0,NGN,,ussd,,TRX259033,,2026-02-17 00:16:34.768000+00:00,,,,,,,,,,,,dcea6d0c0280629f7ae65266215ecf57f092b435fe060a057750d6d51726a525,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000602,,,,,USD,SUCCESS,,5000.0,5ee953f7d5c8,2023-02-02 07:49:46+00:00,2026-02-17 00:16:34.769000+00:00,,,,,,,,,,,,b92f47b93eb18396edb089da8d36882c381a856dbf17578068cfc67982ca7eaf,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001169,,,,18000.0,NGN,SUCCESS,card,,TX-35a46b4741bb,,2026-02-17 00:16:34.770000+00:00,,,,,,SUCCESS,,,,,,8934d0a456c2426dfec46cc03934584849c55d6a27100fcaa69799135d7967e1,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000742,,,,12000.0,NGN,FAILED,bank_transfer,,TX-30d7a83a61c3,,2026-02-17 00:16:34.772000+00:00,,,,,,FAILED,,,,,,6cfa445ab5e92fb0717a8aeda2a33b73da40a607bb449cf65308e40c398a4b37,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-001158,,,,,NGN,SUCCESS,,40000.0,11ace659d974,2023-03-05 11:40:20+00:00,2026-02-17 00:16:34.773000+00:00,,,,,,,,,,,,e082ae273b4d5d37007defc9ac3e4d667ca3a9222e984f242716a740c397f0d4,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000068,,,,18000.0,NGN,SUCCESS,card,,TX-46112fe95a18,,2026-02-17 00:16:34.774000+00:00,,,,,,SUCCESS,,,,,,4ff7e0e7ebad8fa01ab8403117b3f61bbaea91ca4dbb75afc29c85766691abd5,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000970,,,,,NGN,SUCCESS,,12000.0,d573ca418f0b,2023-09-09 19:43:59+00:00,2026-02-17 00:16:34.774000+00:00,,,,,,,,,,,,fce385e009115310e8aeead9926f953014bdf086b95e262dad8346d582d4374d,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000865,,,,,NGN,SUCCESS,,12000.0,99014f02a52e,2023-08-20 01:49:48+00:00,2026-02-17 00:16:34.775000+00:00,,,,,,,,,,,,506a70a549bce54c1cf6ecb66f1be3e6fad6c1a7ef6f88ef096a870b89e8dcf5,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000343,,,,,NGN,SUCCESS,,40000.0,fc3710a7cda5,2023-02-28 18:39:53+00:00,2026-02-17 00:16:34.776000+00:00,,,,,,,,,,,,fc45673fd034bd1b888b5635f82493a7176b5c8a5d3e5ee39b91710ce943c97b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000340,,,,40000.0,NGN,FAILED,bank_transfer,,TX-7e34a5519840,,2026-02-17 00:16:34.777000+00:00,,,,,,FAILED,,,,,,c7252aa96f80b4b6d8fed47791e20e41de44c401152c56d3db980d349c3da0d8,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000598,,,,9000.0,NGN,SUCCESS,bank_transfer,,TX-b4d087b59391,,2026-02-17 00:16:34.777000+00:00,,,,,,SUCCESS,,,,,,e685ef98a83d59e9aee8fbd840089570ee5c7a14f81ec8f79a8d1834414ecefe,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000471,,,,,NGN,SUCCESS,,40000.0,96beb43851d8,2023-11-03 13:52:42+00:00,2026-02-17 00:16:34.778000+00:00,,,,,,,,,,,,b35df63a5e9b1d3e1e565c965372aa52b21fa4d0d3ee68d7b2364f2464d23357,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,bank_transfer,,TRX978164,,2026-02-17 00:16:34.779000+00:00,,,,,,,,,,,,ee5d76ce87f97959f29483a5c2856b5274f8b3acd36a9485d80ef2e0efd452f6,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000704,,,,,NGN,FAILED,,40000.0,31d7e1dc4ff1,2023-10-25 19:17:49+00:00,2026-02-17 00:16:34.780000+00:00,,,,,,,,,,,,12975cf8796db9387726c20667da74c67de9496e2af661277463a56042af28f0,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
,,,,5000.0,NGN,,bank_transfer,,TRX388392,,2026-02-17 00:16:34.781000+00:00,,,,,,,,,,,,bd669003950ff4635a8e4ee40392444dbf1a3973d7a4196c562eb4d02adbf54b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,9000.0,NGN,,bank_transfer,,TRX397000,,2026-02-17 00:16:34.782000+00:00,,,,,,,,,,,,8a5409313ff624362f98d3fd6f4b93451feff59b8fca10d1f1aeb688464a2ac4,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000729,,,,,NGN,SUCCESS,,25000.0,4cdecaac721a,2023-04-10 05:21:22+00:00,2026-02-17 00:16:34.783000+00:00,,,,,,,,,,,,c456adc16144dd6fe503b74ce2382870fba05e11741164299b66506fbe18cc47,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000429,,,,18000.0,NGN,SUCCESS,card,,TX-66d958778d38,,2026-02-17 00:16:34.784000+00:00,,,,,,SUCCESS,,,,,,e8633175adb042a7cd59f1b2f9b8657a76036c24baaabc343667f0bd8130f464,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000224,,,,40000.0,USD,FAILED,ussd,,TX-2789e4847eb5,,2026-02-17 00:16:34.785000+00:00,,,,,,FAILED,,,,,,cc2f7eb39d3468d791988bf4e48459c1195b6951a985c3753188ceb8bcf9898d,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
,,,,25000.0,USD,,bank_transfer,,TRX680809,,2026-02-17 00:16:34.785000+00:00,,,,,,,,,,,,d6a72d920453a8a79250bb53384af00bd38fa9d711651b8c0475a57a8b267dd9,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,25000.0,NGN,,card,,TRX532065,,2026-02-17 00:16:34.786000+00:00,,,,,,,,,,,,30d0159551a4eef3a54dc43e30004aae7d6c5f34904288bee6d30e2db86cde18,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000430,,,,40000.0,NGN,SUCCESS,ussd,,TX-244601fd13ea,,2026-02-17 00:16:34.787000+00:00,,,,,,SUCCESS,,,,,,9c24f4a5dea8d603d3f4850ffbe5a8e80feb1f66bea41a7e288071016bbff719,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001090,,,,18000.0,NGN,SUCCESS,card,,TX-1d6dfa84183f,,2026-02-17 00:16:34.788000+00:00,,,,,,SUCCESS,,,,,,20269a7987d4cdeaae4cb8663d70725019a33713b7f4c52445cc315232389aee,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,12000.0,NGN,,card,,TRX410909,,2026-02-17 00:16:34.789000+00:00,,,,,,,,,,,,65313cebde7fc6537ed7ee539175f6eb5e29aa478aee90610f5680600b7141b5,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,25000.0,USD,,bank_transfer,,TRX206928,,2026-02-17 00:16:34.790000+00:00,,,,,,,,,,,,2cc22f4bf09aa36fa7a9ad89c593d5a3bce39f0f9f12ddd979a8fb7617b39bbf,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000289,,,,40000.0,NGN,SUCCESS,bank_transfer,,TX-283abc7440cb,,2026-02-17 00:16:34.790000+00:00,,,,,,SUCCESS,,,,,,bb9bb59b0fedc700be8eb350ec97d69733ef0ba1dbd43a611c0b92ff0968d831,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001106,,,,,NGN,SUCCESS,,25000.0,10b1f6e33360,2023-06-23 13:00:14+00:00,2026-02-17 00:16:34.791000+00:00,,,,,,,,,,,,b4fe6112670b17c3c7e9db0ae32516834387cdd93dbac4830f48c6434b24416a,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000934,,,,9000.0,NGN,SUCCESS,bank_transfer,,TX-87340d0cbbe1,,2026-02-17 00:16:34.792000+00:00,,,,,,SUCCESS,,,,,,476b66a068b0403a3aee628bd15b8d7f5323ebed43eca94ea5875840316b0863,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000881,,,,12000.0,NGN,FAILED,bank_transfer,,TX-c27958a1f811,,2026-02-17 00:16:34.792000+00:00,,,,,,FAILED,,,,,,abc80e831cb111614b752c4923e974a3c8df5a09f9159690ede59b24ef005d91,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
,,,,18000.0,NGN,,bank_transfer,,TRX749774,,2026-02-17 00:16:34.793000+00:00,,,,,,,,,,,,fa5ac80dc24b9edd879b9d4ac5dcd88dd20203cb10b03751e023c4d61879c641,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,18000.0,NGN,,ussd,,TRX446704,,2026-02-17 00:16:34.794000+00:00,,,,,,,,,,,,e0de3cf0964c46154263bbf00d1ea0233211be9b50361794024778648b47b2b4,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,9000.0,USD,,bank_transfer,,TRX391121,,2026-02-17 00:16:34.795000+00:00,,,,,,,,,,,,a3fb6ef9e3cc0f50f5511ad4f8f5f63729de9afbf62896357557a0040d4ff542,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001357,,,,18000.0,USD,SUCCESS,ussd,,TX-997be95cf813,,2026-02-17 00:16:34.795000+00:00,,,,,,SUCCESS,,,,,,b64a8c66fc527dbd45e22fb77b82c49afc7468a5bb077ac8d3cd2a05efe9d254,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,18000.0,NGN,,bank_transfer,,TRX449040,,2026-02-17 00:16:34.796000+00:00,,,,,,,,,,,,8c48382d39390f9649b5601bfa11881be829443e0cccdce020fc8b5ccb15041b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,25000.0,USD,,bank_transfer,,TRX732092,,2026-02-17 00:16:34.797000+00:00,,,,,,,,,,,,4aa00e9c01e4d49d7478eee68badca0022df644583f9a539e01afa470e9e4681,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-001240,,,,,NGN,SUCCESS,,18000.0,4cd69a1bf108,2023-11-23 19:14:48+00:00,2026-02-17 00:16:34.798000+00:00,,,,,,,,,,,,33e651f3e9a43638bfaacc541c8328f558e4a72fe01b49b60078bc0aab6b5fb4,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,,,,5000.0,NGN,,bank_transfer,,TRX477635,,2026-02-17 00:16:34.799000+00:00,,,,,,,,,,,,bbbb1242f1a7f4967f177b5a962471b16d6713af9b60a4a49f0957f4e520c266,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000824,,,,5000.0,NGN,FAILED,card,,TX-56059ebb3593,,2026-02-17 00:16:34.800000+00:00,,,,,,FAILED,,,,,,a51a63d37c43b6dfec0ccf42574a48f506cda44e608cc65badca507b159e6870,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000954,,,,5000.0,NGN,SUCCESS,ussd,,TX-131c49b9209e,,2026-02-17 00:16:34.801000+00:00,,,,,,SUCCESS,,,,,,0389f0034b7ffc573cf8eb0c234a1849a96dd7f8ef2f1943544d618b04d11318,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000476,,,,40000.0,NGN,FAILED,ussd,,TX-18ba6b966915,,2026-02-17 00:16:34.802000+00:00,,,,,,FAILED,,,,,,cf8ed3a0c9598ff3c8bef6bd091552edae6933e264526076cfea5dbeba8c9ca5,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000495,,,,9000.0,USD,FAILED,bank_transfer,,TX-8b6cd37e323a,,2026-02-17 00:16:34.803000+00:00,,,,,,FAILED,,,,,,648ece315fa4e2d638706df3ed8a6b956e849b6a54c6e644a2a2c143dcad4123,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-001008,,,,12000.0,NGN,SUCCESS,ussd,,TX-e4620aca0867,,2026-02-17 00:16:34.804000+00:00,,,,,,SUCCESS,,,,,,2978d1ff6a7c1b44d4f36428a8e5900ddf7838c369e1864b62459c89383c7eaf,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000722,,,,,NGN,SUCCESS,,5000.0,4a4c05ff75f4,2023-03-15 00:46:52+00:00,2026-02-17 00:16:34.804000+00:00,,,,,,,,,,,,cae217f7fc8e622d59b5e9a417cbd17d086f216652d5866f5f2e9ca4bf6bf8d0,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000030,,,,,USD,SUCCESS,,25000.0,a06ea12accc8,2023-07-31 11:23:41+00:00,2026-02-17 00:16:34.805000+00:00,,,,,,,,,,,,bb0a6e27a7cac33a3c09bf2f5be7e9e48872c19130597551838c434dc11c1926,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000098,,,,,USD,FAILED,,12000.0,cad35e4655ba,2023-06-11 15:13:54+00:00,2026-02-17 00:16:34.806000+00:00,,,,,,,,,,,,b50509fcbc4f9423537ad3360cd697a8441cfe8d0c095bee998ce21ffc9b27d9,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-001046,,,,,NGN,SUCCESS,,12000.0,e5a778c13094,2023-07-19 11:05:37+00:00,2026-02-17 00:16:34.806000+00:00,,,,,,,,,,,,1d1c15ff404be748e68ea204b86880785a56c8400e9d8156f3bdc6e92d309c5c,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000608,,,,25000.0,NGN,SUCCESS,card,,TX-f440e9141097,,2026-02-17 00:16:34.807000+00:00,,,,,,SUCCESS,,,,,,e679b7611d4cdb5bda3749735194a353cdcb3322487a437cbd3aed9ec4e0fbb4,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000361,,,,,USD,FAILED,,25000.0,c362137723b1,2023-02-24 04:19:33+00:00,2026-02-17 00:16:34.808000+00:00,,,,,,,,,,,,e8926fcdaa419c8f6a435827235081c750205054582878fe958f3fc3f07f6dce,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-000781,,,,,NGN,FAILED,,25000.0,8a10db42a33c,2023-08-15 19:16:17+00:00,2026-02-17 00:16:34.809000+00:00,,,,,,,,,,,,014911c6eff9caa7257dfc84149e7d54f13bd075887f097078abc0515534e0fb,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,True,False
ORD-001078,,,,,USD,SUCCESS,,25000.0,0bb5e9f01646,2023-03-10 04:44:22+00:00,2026-02-17 00:16:34.809000+00:00,,,,,,,,,,,,1d6cc1567341d13f842d2c89dbec3a302a19b975299fe0621e97a2996da60ab7,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
